Id,LotArea,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,LotFrontage,Total Area,SalePrice
199,5520,6,1912,1950,0,0,755,755,929,929,2229,0,1,0,5,1,8,0,0,0,0,0,198,30,0,0,92,5071,104000
200,9591,8,2004,2005,262,1088,625,1713,1713,0,1713,1,2,0,3,1,7,1,2004,3,856,0,26,0,170,0,76,6456,274900
201,8546,4,2003,2004,0,0,1121,1121,1121,0,1121,0,2,0,2,1,5,0,2003,2,440,132,64,0,0,0,80,4001,140000
202,10125,6,1977,1977,0,641,276,1196,1279,0,1279,0,2,0,3,1,6,2,1980,2,473,238,83,0,0,0,75,4271,171500
203,7000,6,1924,1950,0,617,0,617,865,445,1310,0,2,0,2,1,6,0,1924,1,398,0,0,126,0,0,50,3763,112000
204,4438,6,2004,2004,205,662,186,848,848,0,848,1,1,0,1,1,3,1,2004,2,420,149,0,0,0,0,0,3320,149000
205,3500,5,1947,1950,0,312,408,720,720,564,1284,0,1,1,2,1,5,0,1948,1,240,0,35,0,0,0,50,3565,110000
206,11851,7,1990,1990,0,0,1424,1424,1442,0,1442,0,2,0,3,1,5,0,1990,2,500,0,34,0,0,0,99,4844,180500
207,13673,5,1962,1962,0,0,1140,1140,1696,0,1696,0,1,1,3,1,8,1,1962,1,349,0,30,0,0,0,40,4913,143900
208,12493,4,1960,1960,0,419,375,1100,1100,0,1100,1,1,0,3,1,6,1,1960,1,312,355,0,0,0,0,0,3663,141000
209,14364,7,1988,1989,128,1065,92,1157,1180,882,2062,1,2,1,3,1,7,1,1988,2,454,60,55,0,154,0,0,6136,277000
210,8250,6,1964,1964,260,787,305,1092,1092,0,1092,1,1,0,3,1,6,0,1964,2,504,0,0,0,0,0,75,4042,145000
211,5604,5,1925,1950,0,468,396,864,864,0,864,1,1,0,2,1,5,0,0,0,0,0,0,96,0,0,67,2690,98000
212,10420,6,2009,2009,0,36,1176,1212,1212,0,1212,0,2,0,3,1,6,0,2009,2,460,100,22,0,0,0,83,4220,186000
213,8640,7,2009,2009,0,822,78,900,932,920,1852,1,2,1,3,1,7,1,2009,2,644,168,108,0,0,0,72,5528,252678
214,13568,5,1995,1995,0,716,274,990,990,0,990,0,1,0,3,1,5,0,1996,2,576,224,0,0,0,0,43,3771,156000
215,10900,6,1977,1977,153,378,311,689,689,703,1392,0,1,1,3,1,6,0,1977,1,299,0,36,0,0,0,0,3963,161750
216,10011,5,1957,1996,64,360,710,1070,1236,0,1236,0,1,0,2,1,6,1,1957,1,447,0,0,0,0,0,72,4054,134450
217,8450,7,2004,2004,266,946,490,1436,1436,0,1436,1,2,0,3,1,8,0,2004,2,484,139,98,0,0,0,65,5298,210000
218,9906,4,1925,1950,0,0,686,686,810,518,1328,0,1,0,3,1,8,0,1940,1,210,0,172,60,0,0,57,3785,107000
219,15660,7,1939,2006,312,341,457,798,1137,817,1954,0,1,1,3,1,8,2,1939,2,431,0,119,150,0,0,0,5720,311500
220,3010,7,2005,2006,16,16,1232,1248,1248,0,1248,0,2,0,2,1,5,0,2005,2,438,108,0,0,0,0,43,4308,167240
221,8990,7,2006,2006,0,0,1498,1498,1498,0,1498,0,2,0,2,1,5,0,2006,2,675,351,33,0,0,0,73,5555,204900
222,8068,6,2002,2002,0,0,1010,1010,1010,1257,2267,0,2,1,4,1,8,1,2002,2,390,120,46,0,0,0,0,6103,200000
223,11475,6,1975,1975,0,550,163,713,811,741,1552,1,2,1,3,1,6,1,1975,2,434,209,208,0,0,0,85,4672,179900
224,10500,4,1971,1971,0,524,160,864,864,0,864,0,1,0,2,1,4,0,1989,2,576,216,0,0,0,0,70,3205,97000
225,13472,10,2003,2003,922,56,2336,2392,2392,0,2392,0,2,0,3,1,8,1,2003,3,968,248,105,0,0,0,103,9421,386250
226,1680,5,1971,1971,142,0,630,630,630,672,1302,0,2,1,3,1,6,0,1991,1,280,0,0,0,0,0,21,3659,112000
227,9950,7,1995,1995,290,565,638,1203,1214,1306,2520,0,2,1,4,1,9,1,1995,3,721,224,114,0,0,0,82,7595,290000
228,1869,6,1970,1970,127,321,162,483,483,504,987,0,1,1,2,1,5,0,1987,1,280,0,0,0,0,0,21,2866,106000
229,8521,5,1967,1967,0,842,70,912,912,0,912,0,1,0,3,1,5,1,1974,1,336,0,0,0,0,0,70,3073,125000
230,3182,7,2005,2006,16,16,1357,1373,1555,0,1555,0,2,0,2,1,7,1,2005,2,430,143,20,0,0,0,43,5094,192500
231,8760,6,1959,1959,220,0,1194,1194,1194,0,1194,1,1,0,3,1,6,0,1959,1,312,0,0,120,0,0,73,4236,148000
232,15138,8,1995,1996,506,689,773,1462,1490,1304,2794,1,2,1,4,1,9,1,1995,3,810,0,146,202,0,0,174,8718,403000
233,1680,6,1972,1972,297,0,483,483,483,504,987,0,1,1,2,1,5,1,1972,1,288,0,0,0,0,0,21,3044,94500
234,10650,5,1976,1976,0,182,0,894,894,0,894,1,1,0,3,1,5,0,1976,1,308,365,0,0,0,0,75,2645,128200
235,7851,6,2002,2002,0,625,235,860,860,1100,1960,1,2,1,4,1,8,2,2002,2,440,288,48,0,0,0,0,5560,216500
236,1680,6,1971,1971,604,358,125,483,483,504,987,0,1,1,2,1,5,0,1971,1,264,0,0,0,0,0,21,3327,89500
237,8773,7,2004,2004,98,24,1390,1414,1414,0,1414,0,2,0,3,1,6,0,2004,2,494,132,105,0,0,0,65,5073,185500
238,9453,7,1993,2003,0,402,594,996,1014,730,1744,0,2,1,3,1,7,0,1993,2,457,370,70,0,0,0,0,5384,194500
239,12030,8,2007,2007,254,0,1694,1694,1694,0,1694,0,2,0,3,1,7,0,2007,3,818,168,228,0,0,0,93,6552,318000
240,8741,6,1945,1950,0,94,641,735,798,689,1487,0,1,1,3,1,7,1,1949,1,220,0,140,0,0,0,52,4071,113000
241,9000,8,2008,2008,36,1078,488,1566,1566,0,1566,1,2,0,3,1,7,0,2008,2,750,144,168,0,0,0,75,5799,262500
242,3880,5,1945,1997,0,329,357,686,866,0,866,0,1,0,2,1,4,0,0,0,0,58,42,0,0,0,40,2519,110500
243,5000,5,1900,1950,0,0,540,540,889,551,1440,0,1,0,3,1,6,0,1940,1,352,0,0,77,0,0,63,3850,79000
244,10762,6,1980,1980,0,0,626,626,626,591,1217,0,1,1,3,1,6,1,1980,1,288,0,28,0,0,0,75,3378,120000
245,8880,7,1994,2002,0,695,253,948,1222,888,2110,1,2,1,3,1,8,2,1994,2,463,0,130,0,0,0,0,5765,205000
246,10400,7,1988,1988,102,929,916,1845,1872,0,1872,0,2,0,3,1,6,1,1988,2,604,197,39,0,0,0,80,6533,241500
247,9142,6,1910,1950,0,0,1020,1020,908,1020,1928,0,2,0,4,2,9,0,1910,1,440,0,60,112,0,0,69,5490,137000
248,11310,6,1954,1954,0,0,1367,1367,1375,0,1375,0,1,0,2,1,5,1,1954,2,451,0,30,0,0,0,75,4599,140000
249,11317,7,2003,2003,101,0,840,840,840,828,1668,0,2,1,3,1,8,0,2003,2,500,144,68,0,0,0,72,4992,180000
250,159000,6,1958,2006,472,697,747,1444,1444,700,2144,0,2,0,4,1,7,2,1958,2,389,0,98,0,0,0,0,6693,277000
251,5350,3,1940,1966,0,0,728,728,1306,0,1306,0,1,0,3,1,6,0,0,0,0,263,0,0,0,0,55,3604,76500
252,4750,8,2006,2007,481,1573,0,1573,1625,0,1625,1,2,0,2,1,5,1,2006,2,538,123,0,0,153,0,44,6121,235000
253,8366,6,2004,2004,0,0,798,798,798,842,1640,0,2,1,3,1,6,0,2004,2,520,138,45,0,0,0,65,4784,173000
254,9350,6,1964,1991,108,270,452,1302,1302,0,1302,0,2,0,3,1,7,0,1964,1,309,333,0,0,0,0,85,4078,158000
255,8400,5,1957,1957,0,922,392,1314,1314,0,1314,1,1,0,3,1,5,0,1957,1,294,250,0,0,0,0,70,4488,145000
256,8738,7,1999,1999,302,0,975,975,1005,1286,2291,0,2,1,4,1,8,1,1999,2,429,192,0,0,0,0,66,6483,230000
257,8791,6,2003,2003,0,503,361,864,864,864,1728,0,2,1,3,1,7,0,2003,2,673,216,56,0,0,0,64,5268,207500
258,8814,7,2006,2006,180,1334,270,1604,1604,0,1604,1,2,1,3,1,8,1,2006,2,660,123,110,0,0,0,68,5889,220000
259,12435,7,2001,2001,172,361,602,963,963,829,1792,0,2,1,3,1,7,1,2001,2,564,0,96,0,0,0,80,5382,231500
260,12702,5,1956,1956,0,0,0,0,882,0,882,0,1,0,2,1,4,0,1956,1,308,0,45,0,0,0,70,2118,97000
261,19296,6,1962,1962,399,672,0,1362,1382,0,1382,1,1,0,3,1,6,1,1991,2,884,0,0,252,0,0,120,4973,176000
262,9588,8,2007,2007,270,0,1482,1482,1482,1092,2574,0,2,1,3,1,10,1,2007,3,868,0,148,0,0,0,69,7919,276000
263,8471,6,1977,1995,46,506,0,506,1212,0,1212,1,1,0,3,1,6,1,1978,2,492,292,12,0,0,0,88,3774,151000
264,5500,5,1929,2001,0,234,0,926,926,0,1316,1,1,0,3,1,6,0,1974,2,484,0,0,0,0,0,50,2962,130000
265,5232,5,1925,2004,0,0,680,680,764,0,764,0,1,0,2,1,4,0,1965,2,504,0,0,0,0,0,30,2713,73000
266,12090,6,1981,1981,210,588,606,1422,1422,0,1422,0,2,0,3,1,7,1,1981,2,576,276,0,0,0,0,78,5102,175500
267,11207,6,1997,1997,0,714,88,802,802,709,1511,1,2,1,3,1,8,1,1997,2,413,95,75,0,0,0,70,4411,185000
268,8400,5,1939,1997,0,378,342,720,1052,720,2192,0,2,1,4,1,8,1,1939,1,240,262,24,0,0,0,60,5213,179500
269,6900,5,1940,1955,0,403,212,740,778,0,778,0,1,0,2,1,4,1,1966,1,924,0,25,0,0,0,71,3121,120500
270,7917,6,1976,1976,174,751,392,1143,1113,0,1113,1,1,1,3,1,6,1,1987,1,504,370,30,0,0,0,0,4450,148000
271,10728,8,2006,2006,0,0,1095,1095,1095,844,1939,0,2,1,3,1,8,1,2006,3,1053,192,51,0,0,0,84,6272,266000
272,39104,7,1954,2005,0,226,96,1385,1363,0,1363,1,1,0,2,1,5,2,1954,2,439,81,0,0,0,0,73,3570,241500
273,11764,8,1999,2007,348,524,628,1152,1164,1106,2270,0,2,1,4,1,9,1,1999,3,671,132,57,0,0,0,92,6903,290000
274,9600,6,1958,1988,183,620,0,1240,1632,0,1632,1,2,0,3,1,6,1,1958,1,338,289,0,0,0,0,80,4697,139000
275,8314,5,1982,1982,0,546,270,816,816,0,816,0,1,0,2,1,5,0,1982,1,264,168,0,0,0,0,76,2881,124500
276,7264,7,1925,2007,0,0,952,952,952,596,1548,0,2,1,3,1,5,0,1978,2,672,74,0,0,144,0,55,4941,205000
277,9196,7,2003,2003,0,0,1560,1560,1560,0,1560,0,2,0,3,1,7,0,2003,2,573,100,150,0,0,0,129,5505,201000
278,19138,4,1951,1951,0,120,744,864,864,0,864,0,1,0,2,1,4,0,1951,2,400,0,0,0,0,0,140,2993,141000
279,14450,9,2006,2007,315,0,2121,2121,2121,0,2121,0,2,1,3,1,8,1,2007,3,732,124,98,0,142,0,107,7777,415298
280,10005,7,1977,1977,299,392,768,1160,1156,866,2022,0,2,1,4,1,8,1,1977,2,505,288,117,0,0,0,83,6416,192000
281,11287,7,1989,1989,340,421,386,807,1175,807,1982,0,2,1,3,1,7,1,1989,2,575,0,84,0,0,0,82,5773,228500
282,7200,6,2006,2006,68,905,357,1262,1262,0,1262,0,2,0,2,1,5,0,2006,2,572,0,120,0,0,0,60,4548,185000
283,5063,7,2007,2008,166,904,410,1314,1314,0,1314,1,2,0,2,1,6,1,2008,2,626,172,62,0,0,0,34,4971,207500
284,9612,8,2008,2009,72,0,1468,1468,1468,0,1468,0,2,0,3,1,6,1,2008,3,898,210,150,0,0,0,74,5736,244600
285,8012,6,1992,1992,0,430,1145,1575,1575,0,1575,1,2,0,2,1,5,0,1992,2,529,0,0,52,0,0,50,5309,179200
286,4251,7,2006,2007,0,0,625,625,625,625,1250,0,2,1,2,1,5,0,2006,2,528,0,54,0,0,0,35,3710,164700
287,9786,6,1962,1981,0,600,312,912,1085,649,1734,0,1,1,3,1,7,1,1962,2,440,0,0,0,128,0,77,4950,159000
288,8125,4,1971,1971,0,614,244,858,858,0,858,0,1,0,3,1,5,0,0,0,0,0,0,0,0,0,0,2575,88000
289,9819,5,1967,1967,31,450,432,882,900,0,900,0,1,0,3,1,5,0,1970,1,280,0,0,0,0,0,0,2994,122000
290,8730,6,1915,2003,0,0,698,698,698,698,1396,0,1,0,3,1,7,0,2003,1,384,0,0,0,259,0,60,4134,153575
291,15611,8,2006,2006,0,0,1079,1079,1079,840,1919,0,2,1,3,1,8,1,2006,2,685,0,51,0,0,0,120,5656,233230
292,5687,5,1912,2000,0,210,570,780,936,780,1716,1,2,0,6,1,9,0,0,0,0,0,184,0,0,0,55,4399,135900
293,11409,5,1949,2008,0,292,476,768,1148,568,1716,0,1,1,3,1,8,1,1949,1,281,0,0,0,160,0,60,4643,131000
294,16659,7,1977,1994,34,795,0,795,1468,795,2263,1,2,1,3,1,9,1,1977,2,539,0,250,0,0,0,0,6148,235000
295,9600,6,1953,1953,238,1285,131,1416,1644,0,1644,1,1,0,3,1,7,2,1953,2,418,110,0,0,0,0,80,5472,167000
296,7937,6,1984,1984,0,819,184,1003,1003,0,1003,1,1,0,3,1,6,0,1984,2,588,120,0,0,0,0,37,3719,142500
297,13710,5,1950,1950,0,420,490,910,910,648,1558,0,1,1,4,1,6,0,1950,1,282,289,0,0,0,0,75,4599,152000
298,7399,7,1997,1998,1600,649,326,975,975,975,1950,0,2,1,3,1,7,1,1997,2,576,0,10,0,198,0,66,7262,239000
299,11700,6,1968,1968,365,384,143,702,1041,702,1743,0,1,2,3,1,7,1,1968,2,539,224,0,0,0,0,90,5144,175000
300,14000,6,1950,2004,0,0,1092,1092,1152,0,1152,0,1,0,3,1,6,1,1950,1,300,0,36,0,0,0,80,3733,158500
301,15750,5,1953,1953,56,841,324,1165,1336,0,1336,1,1,0,2,1,5,2,1953,1,375,0,0,0,0,0,90,4270,157000
302,16226,8,1998,1999,0,281,747,1028,1210,1242,2452,0,2,1,4,1,9,1,1998,2,683,208,50,0,0,0,66,6876,267000
303,13704,7,2001,2002,150,0,1541,1541,1541,0,1541,0,2,0,3,1,6,1,2001,3,843,468,81,0,0,0,118,6167,205000
304,9800,5,1972,1972,0,894,0,894,894,0,894,1,1,0,3,1,5,0,1975,2,552,256,0,0,0,0,70,3492,149900
305,18386,7,1880,2002,0,0,1470,1470,1675,1818,3493,0,3,0,3,1,10,1,2003,3,870,302,0,0,0,0,87,9631,295000
306,10386,8,2004,2005,246,1464,536,2000,2000,0,2000,1,2,0,3,1,8,0,2004,3,888,168,0,0,0,0,80,7305,305900
307,13474,7,1990,1991,246,700,0,700,1122,1121,2243,1,2,1,4,1,8,1,1990,3,746,127,44,224,0,0,116,6577,225000
308,7920,6,1920,1950,0,0,319,319,1035,371,1406,0,1,0,3,1,6,0,0,0,0,0,144,0,0,0,0,3276,89500
309,12342,4,1940,1950,0,262,599,861,861,0,861,0,1,0,1,1,4,0,1961,2,539,158,0,0,0,0,0,3281,82500
310,12378,9,2003,2004,0,1274,622,1896,1944,0,1944,1,2,0,3,1,8,3,2003,3,708,208,175,0,0,0,90,6878,360000
311,7685,6,1993,1994,112,518,179,697,697,804,1501,0,2,1,3,1,6,1,1993,2,420,190,63,0,0,0,0,4487,165600
312,8000,6,1948,2002,0,680,292,972,972,0,972,1,1,0,2,1,5,1,1948,1,240,0,0,0,0,0,50,3158,132000
313,7800,5,1939,1950,0,507,286,793,793,325,1118,1,1,0,3,1,5,1,1939,2,410,0,0,0,271,0,65,3712,119900
314,215245,7,1965,1965,0,1236,80,2136,2036,0,2036,2,2,0,3,1,8,2,1965,2,513,0,0,0,0,0,150,5905,375000
315,9600,7,1925,1990,0,16,712,728,832,809,1641,0,1,1,3,1,6,1,1925,2,546,0,0,234,0,0,60,4792,178000
316,7795,7,2004,2005,0,425,291,716,716,716,1432,1,2,1,3,1,6,1,2004,2,432,100,51,0,0,0,71,4167,188500
317,13005,7,1980,1980,278,692,153,845,1153,1200,2353,1,2,1,4,1,10,1,1983,2,484,288,195,0,0,0,94,6800,260000
318,9000,8,2006,2006,0,0,1088,1088,1088,871,1959,0,2,1,3,1,8,1,2006,3,1025,208,46,0,0,0,75,6288,270000
319,9900,7,1993,1993,256,987,360,1347,1372,1274,2646,1,2,1,4,1,9,1,1993,3,656,340,60,144,0,0,90,8099,260000
320,14115,7,1980,1980,225,1036,336,1372,1472,0,1472,1,2,0,3,1,6,2,1980,2,588,233,48,0,0,0,0,5413,187500
321,16259,9,2006,2006,370,0,1249,1249,1249,1347,2596,0,3,1,4,1,9,0,2006,3,840,240,154,0,0,0,111,8049,342643
322,12099,8,2004,2004,388,970,166,1136,1136,1332,2468,1,2,1,4,1,10,1,2004,3,872,184,154,0,0,0,99,7674,354000
323,10380,7,1986,1987,172,28,0,1502,1553,1177,2730,1,2,1,4,1,8,1,1987,2,576,201,96,0,0,0,86,6537,301000
324,5820,3,1955,2005,0,256,906,1162,1163,0,1163,1,1,0,3,1,6,0,1955,1,220,142,98,0,0,0,49,3950,126175
325,11275,7,1967,2007,300,0,710,710,1898,1080,2978,0,2,1,5,1,11,1,1961,2,564,240,0,0,0,0,96,7773,242000
326,5000,5,1941,1950,0,116,604,720,803,0,803,0,1,0,2,1,5,0,1941,2,360,0,0,244,0,0,50,2931,87000
327,10846,8,1993,1993,0,1619,100,1719,1719,0,1719,2,1,1,1,1,6,2,1993,2,473,122,30,0,0,0,32,5786,324000
328,11600,6,1960,1960,175,565,818,1383,1383,0,1383,0,1,1,3,1,7,0,1960,1,292,0,45,0,0,0,80,4663,145250
329,11888,6,1916,1994,0,0,844,844,1445,689,2134,0,2,0,5,1,10,0,1930,2,441,0,60,268,0,0,0,5883,214500
330,6402,5,1920,1950,0,0,596,596,596,596,1192,0,1,0,3,1,6,0,1920,1,189,0,0,137,0,0,60,3307,78000
331,10624,5,1964,1964,84,40,1424,1728,1728,0,1728,0,2,0,6,2,10,0,2002,1,352,155,0,0,0,0,0,5513,119000
332,8176,5,1958,1992,0,846,210,1056,1056,0,1056,1,1,0,3,1,6,0,1958,1,308,0,0,0,0,0,70,3478,139000
333,10655,8,2003,2004,296,1124,1603,3206,1629,0,1629,1,2,0,3,1,7,1,2003,3,880,0,0,0,0,0,85,7164,284000
334,8198,7,2004,2004,146,720,638,1358,1358,0,1358,1,2,0,2,1,6,1,2004,2,484,192,30,0,0,0,59,4929,207000
335,9042,6,1998,1998,0,828,115,943,943,695,1638,1,2,1,3,1,7,2,1998,2,472,100,38,0,0,0,59,4833,192000
336,164660,5,1965,1965,0,1249,103,1499,1619,167,1786,2,2,0,3,1,7,2,1965,2,529,670,0,0,0,0,0,6127,228950
337,14157,9,2005,2006,200,1249,673,1922,1922,0,1922,1,2,0,3,1,8,1,2005,3,676,178,51,0,0,0,86,6874,377426
338,9135,7,2002,2003,113,810,726,1536,1536,0,1536,1,2,0,3,1,7,0,2002,2,532,192,74,0,0,0,70,5522,214000
339,14145,7,1984,1998,0,213,995,1208,1621,0,1621,1,2,0,3,1,8,0,1984,2,440,108,45,0,0,0,91,5046,202500
340,12400,6,1958,1998,176,585,630,1215,1215,0,1215,0,1,0,3,1,6,0,1958,1,297,0,0,0,234,0,66,4353,155000
341,14191,8,2002,2002,0,0,967,967,993,915,1908,0,2,1,4,1,9,0,2002,2,431,135,0,0,0,0,85,5352,202900
342,8400,4,1950,1950,0,0,721,721,841,0,841,0,1,0,2,1,4,0,1950,1,294,250,0,24,0,0,60,2972,82000
343,8544,3,1949,1950,340,0,0,0,1040,0,1040,0,2,0,2,2,6,0,1949,2,400,0,0,0,0,0,0,2822,87500
344,8849,9,2005,2005,616,28,1656,1684,1684,0,1684,0,2,0,2,1,6,1,2005,2,564,495,72,0,0,0,63,6801,266000
345,2592,5,1976,1976,0,129,175,536,536,576,1112,0,1,1,3,1,4,0,1976,1,336,182,0,0,0,0,36,3048,85000
346,6435,6,1939,1950,0,0,972,972,972,605,1577,0,1,0,3,1,6,1,1939,1,312,0,0,0,0,0,65,4439,140200
347,12772,6,1960,1998,0,498,460,958,958,0,958,0,1,0,2,1,5,0,1960,1,301,0,0,0,0,0,0,3176,151500
348,17600,6,1960,1960,30,1270,208,1478,1478,0,1478,1,2,0,3,1,6,2,1960,2,498,0,40,0,0,0,0,5005,157500
349,2448,7,2003,2004,106,573,191,764,764,862,1626,1,2,1,2,1,6,0,2003,2,474,0,27,0,0,0,36,4627,154000
350,20431,9,2005,2006,870,1410,438,1848,1848,880,2728,1,2,1,4,1,10,2,2006,3,706,0,0,0,0,0,56,8884,437154
351,7820,9,2007,2007,362,0,1869,1869,1869,0,1869,0,2,0,2,1,6,1,2007,2,617,210,54,0,0,0,68,6852,318061
352,5271,7,1986,1986,0,1082,371,1453,1453,0,1453,1,1,1,2,1,6,1,1986,2,445,0,80,0,184,0,0,5071,190000
353,9084,5,1941,1950,0,236,0,616,616,495,1111,0,1,0,3,1,5,0,1941,1,200,48,0,0,0,0,60,2707,95000
354,8520,6,1928,2003,0,0,624,624,720,0,720,0,1,0,2,1,5,0,2005,2,484,106,0,0,0,0,60,2655,105900
355,8400,6,1940,2000,0,388,552,940,1192,403,1595,0,1,0,2,1,6,2,1940,1,240,0,0,108,0,0,60,4479,140000
356,11249,6,1995,1995,0,334,322,1200,1200,0,1200,1,2,0,3,1,6,0,1995,2,521,0,26,0,0,0,105,3606,177500
357,9248,6,1992,1992,106,560,598,1158,1167,0,1167,1,2,0,3,1,6,0,1992,2,400,120,26,0,0,0,0,4147,173000
358,4224,5,1976,1976,0,874,268,1142,1142,0,1142,1,1,1,3,1,6,1,1976,2,528,536,90,0,0,0,44,4583,134000
359,6930,5,1958,1958,120,300,468,1062,1352,0,1352,0,1,0,3,1,6,0,1958,1,288,168,0,294,0,0,92,4343,130000
360,12011,8,1998,1998,530,956,130,1086,1086,838,1924,1,2,1,3,1,7,1,1998,2,592,208,75,0,374,0,78,6717,280000
361,7540,6,1978,1978,0,773,115,888,912,0,912,1,1,0,2,1,5,1,1978,2,470,0,0,0,192,0,0,3376,156000
362,9144,5,1940,1982,0,399,484,883,988,517,1505,1,1,0,3,1,8,0,1940,1,240,0,0,0,0,0,0,4135,145000
363,7301,7,2003,2003,500,0,0,0,495,1427,1922,0,3,0,4,1,7,1,2003,2,672,0,0,177,0,0,64,5196,198500
364,1680,6,1972,2007,510,162,321,483,483,504,987,0,1,1,2,1,5,0,1972,1,264,250,0,0,0,0,21,3483,118000
365,18800,6,1976,1976,120,712,84,796,790,784,1574,1,2,1,3,1,6,1,1976,2,566,306,111,0,0,0,0,5051,190000
366,10690,5,1920,1997,0,456,216,672,672,672,1344,0,1,0,3,1,6,0,1964,1,468,0,128,218,0,0,59,4175,147000
367,9500,6,1963,1963,247,609,785,1394,1394,0,1394,1,1,1,3,1,6,2,1963,2,514,0,76,0,185,0,0,5207,159000
368,9150,6,1962,1962,305,371,728,1099,1431,0,1431,0,1,0,3,1,6,1,1962,1,296,64,110,0,0,0,101,4737,165000
369,7800,5,1954,1954,200,540,728,1268,1268,0,1268,0,1,0,2,1,7,1,1954,1,244,0,98,0,0,0,78,4347,132000
370,9830,5,1959,2006,0,72,733,1063,1287,0,1287,1,1,0,3,1,7,1,1997,2,576,364,17,0,182,0,0,4520,162000
371,8121,6,2000,2000,0,0,953,953,953,711,1664,0,2,1,3,1,7,1,2000,2,460,100,40,0,0,0,0,4884,172400
372,17120,4,1959,1959,0,0,0,0,1120,468,1588,0,2,0,4,1,7,1,1991,2,680,0,59,0,0,0,80,3917,134432
373,7175,6,1984,1984,0,623,0,744,752,0,752,1,1,0,2,1,4,0,1984,1,264,353,0,0,90,0,50,2836,125000
374,10634,5,1953,1953,0,428,0,608,1319,0,1319,1,1,0,3,1,5,0,1953,1,270,66,0,0,0,0,79,3404,123000
375,8200,7,2003,2004,0,0,847,847,847,1081,1928,0,2,1,4,1,8,1,2003,2,434,100,48,0,0,0,65,5288,219500
376,10020,1,1922,1950,0,350,333,683,904,0,904,1,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,2493,61000
377,8846,5,1996,1996,0,298,572,870,914,0,914,0,1,0,2,1,5,0,1998,2,576,0,0,0,0,0,57,3275,148000
378,11143,8,2004,2005,0,0,1580,1580,1580,886,2466,0,3,0,4,1,8,1,2004,2,610,159,214,0,0,0,102,7498,340000
379,11394,9,2010,2010,350,1445,411,1856,1856,0,1856,1,1,1,1,1,8,1,2010,3,834,113,0,0,0,0,88,6868,394432
380,8123,6,2000,2000,16,0,982,982,1007,793,1800,0,2,1,3,1,7,1,2000,2,463,100,63,0,0,0,60,5227,179000
381,5000,5,1924,1950,0,218,808,1026,1026,665,1691,0,2,0,3,1,6,1,1924,1,308,0,0,242,0,0,50,4960,127000
382,7200,7,2006,2006,0,0,1293,1293,1301,0,1301,1,2,0,2,1,5,1,2006,2,572,216,121,0,0,0,60,4807,187750
383,9245,7,2006,2006,0,0,939,939,939,858,1797,0,2,1,3,1,8,0,2006,2,639,144,53,0,0,0,79,5372,213500
384,9000,6,1928,1950,0,0,784,784,784,0,784,0,1,0,2,1,5,0,1950,2,360,0,0,91,0,0,60,2804,76000
385,53107,6,1992,1992,0,985,595,1580,1079,874,1953,1,2,1,3,1,9,2,1992,2,501,216,231,0,0,0,0,6438,240000
386,3182,8,2004,2005,16,24,1232,1256,1269,0,1269,0,2,0,2,1,6,1,2004,2,430,146,20,0,144,0,43,4552,192000
387,8410,5,1910,1996,0,0,658,658,658,526,1184,0,1,0,5,1,8,0,0,0,0,0,151,0,0,0,58,3178,81000
388,7200,6,1976,1976,255,631,410,1041,1125,0,1125,1,1,0,3,1,6,1,1977,1,352,296,0,0,0,0,72,4196,125000
389,9382,7,1999,2000,125,0,1468,1468,1479,0,1479,0,2,0,3,1,6,0,1999,2,577,120,25,0,0,0,93,5275,191000
390,12474,10,2007,2008,272,1280,402,1682,1742,590,2332,1,2,1,3,1,9,1,2008,3,846,196,134,0,0,0,96,7798,426000
391,8405,5,1900,1950,0,241,229,861,961,406,1367,1,1,0,4,1,7,0,1978,1,384,0,130,112,0,0,50,3832,119000
392,12209,6,2001,2002,0,690,114,804,804,1157,1961,1,2,1,3,1,7,1,2001,2,560,125,192,0,0,0,71,5607,215000
393,8339,5,1959,1959,0,0,0,0,882,0,882,0,1,0,3,1,5,0,1959,1,294,0,0,0,0,0,0,2059,106500
394,7446,4,1941,1950,0,266,522,788,788,0,788,0,1,0,2,1,4,2,0,0,0,0,0,0,0,0,0,2365,100000
395,10134,5,1940,1950,0,0,735,735,735,299,1034,0,1,0,2,1,5,0,1940,1,240,0,39,0,0,0,60,3083,109000
396,9571,5,1956,1956,0,739,405,1144,1144,0,1144,1,1,0,3,1,6,0,1956,1,596,44,0,0,0,0,68,4074,129000
397,7200,5,1972,1972,0,777,117,894,894,0,894,0,1,0,2,1,6,0,1985,2,600,215,0,0,0,0,60,3498,123000
398,7590,5,1962,1962,288,540,324,864,876,936,1812,0,2,0,4,1,8,1,1962,1,264,0,168,0,0,0,69,5210,169500
399,8967,5,1920,1950,0,0,961,961,1077,0,1077,0,1,0,2,1,6,0,1920,1,338,0,0,0,0,0,60,3454,67000
